電腦編號,ip,學生證號,卡號,開始時間,離開時間,時數
10R,140.119.129.69,100204046,008B7AC6B3,03-Jan-15 15:28:51,03-Jan-15 15:45:35,   0小時16分鐘
06R,140.119.129.60,103601214,00BB988437,03-Jan-15 15:34:00,03-Jan-15 15:44:55,   0小時10分鐘
15D,140.119.29.15,102256018,00109B4E79,03-Jan-15 15:36:52,03-Jan-15 17:53:21,   2小時16分鐘
19R,140.119.129.73,101308018,0000F35435,03-Jan-15 15:38:15,03-Jan-15 15:43:12,   0小時04分鐘
39R,140.119.129.93,103502014,000696B10B,03-Jan-15 15:38:49,03-Jan-15 15:38:56,   0小時00分鐘
31R,140.119.129.85,103502014,000696B10B,03-Jan-15 15:39:05,03-Jan-15 16:37:08,   0小時58分鐘
03W,140.119.49.38,103209032,0036968D0C,03-Jan-15 15:39:13,03-Jan-15 16:06:46,   0小時27分鐘
06V,140.119.72.51,102303020,00ABA2998A,03-Jan-15 15:41:29,03-Jan-15 15:49:23,   0小時07分鐘
34R,140.119.129.88,100204046,008B7AC6B3,03-Jan-15 15:45:40,03-Jan-15 15:54:51,   0小時09分鐘
04R,140.119.129.58,103252005,0046FDE333,03-Jan-15 15:46:04,03-Jan-15 17:07:30,   1小時21分鐘
09R,140.119.129.68,103357043,003BDD8937,03-Jan-15 15:46:27,03-Jan-15 17:49:30,   2小時03分鐘
03R,140.119.129.57,102353017,00A0F4E277,03-Jan-15 15:47:21,03-Jan-15 15:59:52,   0小時12分鐘
20R,140.119.129.74,100701055,00C01E8878,03-Jan-15 15:47:37,03-Jan-15 16:36:06,   0小時48分鐘
06W,140.119.49.35,99206052,006C23B8E4,03-Jan-15 15:51:53,03-Jan-15 16:15:34,   0小時23分鐘
S1R,140.119.129.113,F12191655400,00AA4B2007,03-Jan-15 15:54:56,03-Jan-15 16:55:11,   1小時00分鐘
12R,140.119.129.71,101306077,00C0936431,03-Jan-15 15:55:13,03-Jan-15 16:04:23,   0小時09分鐘
08W,140.119.49.31,100923009,005B8ACBB3,03-Jan-15 15:58:21,03-Jan-15 17:11:12,   1小時12分鐘
10R,140.119.129.69,100509318,00FBBACBB3,03-Jan-15 15:58:27,03-Jan-15 17:53:44,   1小時55分鐘
01R,140.119.129.67,100102010,007B0BC8B3,03-Jan-15 15:59:13,03-Jan-15 15:59:19,   0小時00分鐘
02R,140.119.129.56,100102010,007B0BC8B3,03-Jan-15 15:59:29,03-Jan-15 16:27:56,   0小時28分鐘
47D,140.119.29.47,99104106,00B0B4EC77,03-Jan-15 16:01:37,03-Jan-15 16:09:20,   0小時07分鐘
36D,140.119.29.36,100104041,005BE2C5B3,03-Jan-15 16:02:31,03-Jan-15 16:05:42,   0小時03分鐘
33D,140.119.29.33,100104041,005BE2C5B3,03-Jan-15 16:05:46,03-Jan-15 16:13:43,   0小時07分鐘
46D,140.119.29.46,99104106,00B0B4EC77,03-Jan-15 16:09:24,03-Jan-15 16:16:58,   0小時07分鐘
39R,140.119.129.93,103981006,00903CE277,03-Jan-15 16:12:20,03-Jan-15 18:17:43,   2小時05分鐘
12R,140.119.129.71,101508001,0000165735,03-Jan-15 16:13:21,03-Jan-15 18:07:12,   1小時54分鐘
62D,140.119.29.62,103101069,00D665250D,03-Jan-15 16:15:25,03-Jan-15 16:46:05,   0小時30分鐘
47D,140.119.29.47,99104106,00B0B4EC77,03-Jan-15 16:17:02,03-Jan-15 17:37:11,   1小時20分鐘
07R,140.119.129.61,98257502,00BC68D161,03-Jan-15 16:17:34,03-Jan-15 16:35:24,   0小時18分鐘
11R,140.119.129.70,103302018,00D698650C,03-Jan-15 16:19:03,03-Jan-15 16:28:23,   0小時09分鐘
30R,140.119.129.84,100307027,007B72CBB3,03-Jan-15 16:21:09,03-Jan-15 18:42:29,   2小時21分鐘
01R,140.119.129.67,100305069,00AB57C6B3,03-Jan-15 16:21:16,03-Jan-15 16:23:36,   0小時02分鐘
14R,140.119.129.63,101202018,00B6CD0D07,03-Jan-15 16:23:53,03-Jan-15 17:31:00,   1小時07分鐘
13V,140.119.72.72,103204050,00B638230D,03-Jan-15 16:31:06,03-Jan-15 19:02:37,   2小時31分鐘
07W,140.119.49.34,101923022,004BEDC7B3,03-Jan-15 16:31:09,03-Jan-15 16:38:06,   0小時07分鐘
04W,140.119.49.39,103923028,003B95978A,03-Jan-15 16:33:45,03-Jan-15 18:25:56,   1小時52分鐘
S2R,140.119.129.114,100305069,00AB57C6B3,03-Jan-15 16:34:26,03-Jan-15 16:40:34,   0小時06分鐘
20R,140.119.129.74,100701055,00C01E8878,03-Jan-15 16:36:28,03-Jan-15 17:12:49,   0小時36分鐘
31R,140.119.129.85,102258505,00F09C7578,03-Jan-15 16:37:36,03-Jan-15 18:04:17,   1小時26分鐘
14W,140.119.49.,101923004,00BB9FCBB3,03-Jan-15 16:37:47,03-Jan-15 16:40:22,   0小時02分鐘
11V,140.119.72.55,101206007,0050C65835,03-Jan-15 16:40:14,03-Jan-15 17:09:27,   0小時29分鐘
07W,140.119.49.34,101923004,00BB9FCBB3,03-Jan-15 16:40:25,03-Jan-15 17:10:34,   0小時30分鐘
06W,140.119.49.35,102923013,00F05E0579,03-Jan-15 16:40:47,03-Jan-15 16:59:38,   0小時18分鐘
17R,140.119.129.66,103208010,00A6C2260D,03-Jan-15 16:41:06,03-Jan-15 16:41:07,   0小時00分鐘
18R,140.119.129.72,103208010,00A6C2260D,03-Jan-15 16:41:24,03-Jan-15 16:41:25,   0小時00分鐘
18R,140.119.129.72,103208010,00A6C2260D,03-Jan-15 16:41:34,03-Jan-15 17:03:37,   0小時22分鐘
06R,140.119.129.60,100208064,00505A0579,03-Jan-15 16:43:26,03-Jan-15 16:45:02,   0小時01分鐘
33D,140.119.29.33,103702052,00C6D64611,03-Jan-15 16:44:58,03-Jan-15 17:59:15,   1小時14分鐘
01R,140.119.129.67,101206051,00005E5535,03-Jan-15 16:45:00,03-Jan-15 17:19:54,   0小時34分鐘
07R,140.119.129.61,101207343,00E090AD48,03-Jan-15 16:46:59,03-Jan-15 17:02:01,   0小時15分鐘
11R,140.119.129.70,100208064,00505A0579,03-Jan-15 16:47:29,03-Jan-15 16:52:50,   0小時05分鐘
02R,140.119.129.56,102103014,00F0BB533E,03-Jan-15 16:48:15,03-Jan-15 16:48:34,   0小時00分鐘
34R,140.119.129.88,102103014,00F0BB533E,03-Jan-15 16:48:44,03-Jan-15 17:04:25,   0小時15分鐘
02R,140.119.129.56,100102010,007B0BC8B3,03-Jan-15 16:52:59,03-Jan-15 17:49:14,   0小時56分鐘
16R,140.119.129.65,103363062,00534613DC,03-Jan-15 16:56:32,03-Jan-15 17:11:21,   0小時15分鐘
14W,140.119.49.,103921056,00BBBB978A,03-Jan-15 17:00:56,03-Jan-15 17:01:02,   0小時00分鐘
14W,140.119.49.,103921056,00BBBB978A,03-Jan-15 17:02:27,03-Jan-15 17:02:34,   0小時00分鐘
14W,140.119.49.,103921056,00BBBB978A,03-Jan-15 17:03:00,03-Jan-15 17:05:04,   0小時01分鐘
06R,140.119.129.60,103601214,00BB988437,03-Jan-15 17:03:57,03-Jan-15 17:24:46,   0小時21分鐘
05W,140.119.49.36,103263005,00E629230D,03-Jan-15 17:05:24,03-Jan-15 21:25:03,   4小時19分鐘
03W,140.119.49.38,102207226,00209F0579,03-Jan-15 17:05:30,03-Jan-15 17:25:04,   0小時19分鐘
10V,140.119.72.54,100103041,0010296231,03-Jan-15 17:07:46,03-Jan-15 17:37:29,   0小時30分鐘
23R,140.119.129.77,100703003,0046C80B07,03-Jan-15 17:24:31,03-Jan-15 18:15:21,   0小時51分鐘
06R,140.119.129.60,103601214,00BB988437,03-Jan-15 17:25:02,03-Jan-15 17:38:26,   0小時13分鐘
17R,140.119.129.66,103256023,00B6E8220D,03-Jan-15 17:28:02,03-Jan-15 17:31:08,   0小時03分鐘
04R,140.119.129.58,99203044,007CA664BE,03-Jan-15 17:30:58,03-Jan-15 17:39:29,   0小時08分鐘
03W,140.119.49.38,101404011,00AE8B9BDD,03-Jan-15 17:31:11,03-Jan-15 17:55:35,   0小時24分鐘
06R,140.119.129.60,103601214,00BB988437,03-Jan-15 17:38:42,03-Jan-15 17:49:37,   0小時10分鐘
07W,140.119.49.34,103206041,0066C3AC0C,03-Jan-15 17:39:01,03-Jan-15 17:43:12,   0小時04分鐘
14R,140.119.129.63,100701021,002BB6978A,03-Jan-15 17:40:11,03-Jan-15 17:49:34,   0小時09分鐘
10V,140.119.72.54,A22078787800,009E45A9FB,03-Jan-15 17:40:33,03-Jan-15 18:59:15,   1小時18分鐘
03R,140.119.129.57,98308026,003E357834,03-Jan-15 17:44:10,03-Jan-15 17:50:08,   0小時06分鐘
09R,140.119.129.68,103357043,003BDD8937,03-Jan-15 17:49:48,03-Jan-15 19:49:05,   1小時59分鐘
20R,140.119.129.74,100102051,00ABCDC6B3,03-Jan-15 17:52:22,03-Jan-15 19:40:56,   1小時48分鐘
07V,140.119.72.53,D222146627,00CAF42007,03-Jan-15 17:56:40,03-Jan-15 18:30:36,   0小時34分鐘
03R,140.119.129.57,101303011,00E062B248,03-Jan-15 17:57:18,03-Jan-15 18:07:00,   0小時09分鐘
04R,140.119.129.58,103205037,00169F8C0C,03-Jan-15 17:58:27,03-Jan-15 18:05:49,   0小時07分鐘
14R,140.119.129.63,100701021,002BB6978A,03-Jan-15 17:59:52,03-Jan-15 19:20:47,   1小時21分鐘
01R,140.119.129.67,103353108,00661EAF0C,03-Jan-15 18:08:16,03-Jan-15 18:18:59,   0小時10分鐘
03R,140.119.129.57,102103014,00F0BB533E,03-Jan-15 18:15:33,03-Jan-15 18:21:35,   0小時06分鐘
32R,140.119.129.86,102506012,0060E59064,03-Jan-15 18:21:12,03-Jan-15 21:15:26,   2小時54分鐘
07R,140.119.129.61,103308050,00D677B30B,03-Jan-15 18:22:04,03-Jan-15 19:04:09,   0小時42分鐘
24R,140.119.129.78,102203051,0030850479,03-Jan-15 18:23:19,03-Jan-15 18:23:21,   0小時00分鐘
24R,140.119.129.78,102203051,0030850479,03-Jan-15 18:23:30,03-Jan-15 18:23:41,   0小時00分鐘
23R,140.119.129.77,102203051,0030850479,03-Jan-15 18:23:48,03-Jan-15 19:19:52,   0小時55分鐘
17R,140.119.129.66,101702053,0020B6EC77,03-Jan-15 18:26:28,03-Jan-15 20:23:59,   1小時57分鐘
34R,140.119.129.88,101308006,0030FA6E77,03-Jan-15 18:27:29,03-Jan-15 21:32:42,   3小時05分鐘
03R,140.119.129.57,102601120,0010BAEC77,03-Jan-15 18:32:00,03-Jan-15 18:58:01,   0小時25分鐘
12R,140.119.129.71,100208093,002BA6CBB3,03-Jan-15 18:32:54,03-Jan-15 18:42:20,   0小時09分鐘
04R,140.119.129.58,103151010,0050806966,03-Jan-15 18:43:00,03-Jan-15 19:04:12,   0小時21分鐘
02R,140.119.129.56,100207206,00D02E6B3E,03-Jan-15 18:44:29,03-Jan-15 19:17:49,   0小時33分鐘
18R,140.119.129.72,103101006,0026A98D0C,03-Jan-15 18:46:30,03-Jan-15 19:10:08,   0小時23分鐘
30R,140.119.129.84,103158017,00965BB20B,03-Jan-15 18:55:38,03-Jan-15 21:41:19,   2小時45分鐘
11R,140.119.129.70,D12247295100,004AD01F07,03-Jan-15 18:56:21,03-Jan-15 20:53:57,   1小時57分鐘
31R,140.119.129.85,100103023,00EB8CC6B3,03-Jan-15 18:57:58,03-Jan-15 19:05:47,   0小時07分鐘
06R,140.119.129.60,103702052,00C6D64611,03-Jan-15 18:58:15,03-Jan-15 20:11:18,   1小時13分鐘
13R,140.119.129.55,101501072,00668E4711,03-Jan-15 18:58:44,03-Jan-15 19:34:28,   0小時36分鐘
12R,140.119.129.71,103405002,005689E733,03-Jan-15 18:58:53,03-Jan-15 19:14:12,   0小時15分鐘
33R,140.119.129.87,103204005,0086974511,03-Jan-15 19:01:59,03-Jan-15 19:13:29,   0小時11分鐘
10R,140.119.129.69,103308010,0086208C0C,03-Jan-15 19:02:05,03-Jan-15 19:11:31,   0小時09分鐘
10V,140.119.72.54,A22078787800,009E45A9FB,03-Jan-15 19:03:02,03-Jan-15 20:04:11,   1小時01分鐘
07W,140.119.49.34,101265513,00BB39C8B3,03-Jan-15 19:07:12,03-Jan-15 19:12:14,   0小時04分鐘
01R,140.119.129.67,100506032,005BAFC6B3,03-Jan-15 19:22:26,03-Jan-15 19:39:09,   0小時16分鐘
13W,140.119.49.126,102153015,00EB43998A,03-Jan-15 19:24:58,03-Jan-15 19:25:26,   0小時00分鐘
36R,140.119.129.90,103601161,00C6C8A233,03-Jan-15 19:25:03,03-Jan-15 21:29:06,   2小時04分鐘
08W,140.119.49.31,102153015,00EB43998A,03-Jan-15 19:25:32,03-Jan-15 19:56:07,   0小時30分鐘
03R,140.119.129.57,101308030,0070BA533E,03-Jan-15 19:25:39,03-Jan-15 19:31:34,   0小時06分鐘
22R,140.119.129.76,101303005,00FBF2C7B3,03-Jan-15 19:25:50,03-Jan-15 20:51:00,   1小時25分鐘
11W,140.119.49.30,103981006,00903CE277,03-Jan-15 19:30:32,03-Jan-15 19:32:34,   0小時01分鐘
12W,140.119.49.155,103981006,00903CE277,03-Jan-15 19:32:39,03-Jan-15 20:55:40,   1小時22分鐘
03R,140.119.129.57,103202019,00760F8D0C,03-Jan-15 19:38:04,03-Jan-15 19:44:50,   0小時06分鐘
13V,140.119.72.72,103204050,00B638230D,03-Jan-15 19:40:44,03-Jan-15 20:09:57,   0小時29分鐘
08V,140.119.72.56,102601011,0030B0E277,03-Jan-15 19:44:09,03-Jan-15 20:23:11,   0小時39分鐘
04W,140.119.49.39,103464019,000629240D,03-Jan-15 19:45:13,03-Jan-15 21:11:19,   1小時26分鐘
12R,140.119.129.71,103652010,0036E88B0C,03-Jan-15 19:47:51,03-Jan-15 21:29:37,   1小時42分鐘
14R,140.119.129.63,100101030,00AB30C6B3,03-Jan-15 19:51:20,03-Jan-15 20:13:44,   0小時22分鐘
10R,140.119.129.69,103357043,003BDD8937,03-Jan-15 19:57:02,03-Jan-15 20:56:41,   0小時59分鐘
06W,140.119.49.35,J22199790100,0083A1E9EC,03-Jan-15 20:03:17,03-Jan-15 21:11:59,   1小時09分鐘
10V,140.119.72.54,A22078787800,009E45A9FB,03-Jan-15 20:04:39,03-Jan-15 21:01:19,   0小時56分鐘
01R,140.119.129.67,103302018,00D698650C,03-Jan-15 20:08:28,03-Jan-15 20:28:36,   0小時20分鐘
13V,140.119.72.72,103204050,00B638230D,03-Jan-15 20:10:54,03-Jan-15 21:38:54,   1小時28分鐘
38R,140.119.129.92,103252005,0046FDE333,03-Jan-15 20:17:40,03-Jan-15 21:27:57,   1小時10分鐘
04R,140.119.129.58,100501055,00D65B240D,03-Jan-15 20:21:01,03-Jan-15 20:35:23,   0小時14分鐘
07R,140.119.129.61,103305068,00D6B98D0C,03-Jan-15 20:22:11,03-Jan-15 20:44:25,   0小時22分鐘
20R,140.119.129.74,A22772898400,007321F3EC,03-Jan-15 20:22:53,03-Jan-15 21:29:59,   1小時07分鐘
08V,140.119.72.56,102601011,0030B0E277,03-Jan-15 20:23:37,03-Jan-15 20:56:55,   0小時33分鐘
17R,140.119.129.66,101702053,0020B6EC77,03-Jan-15 20:24:07,03-Jan-15 20:27:33,   0小時03分鐘
02R,140.119.129.56,101303080,00B0C55435,03-Jan-15 20:24:14,03-Jan-15 21:29:43,   1小時05分鐘
16R,140.119.129.65,101702053,0020B6EC77,03-Jan-15 20:27:37,03-Jan-15 21:46:43,   1小時19分鐘
06R,140.119.129.60,103601214,00BB988437,03-Jan-15 20:29:00,03-Jan-15 20:39:21,   0小時10分鐘
05R,140.119.129.59,103702027,00F673B30B,03-Jan-15 20:30:39,03-Jan-15 20:40:58,   0小時10分鐘
07V,140.119.72.53,100203017,002BD3C6B3,03-Jan-15 20:37:31,03-Jan-15 21:19:27,   0小時42分鐘
13R,140.119.129.55,103601214,00BB988437,03-Jan-15 20:40:28,03-Jan-15 21:13:47,   0小時33分鐘
14R,140.119.129.63,101308049,00CB34C7B3,03-Jan-15 20:44:06,03-Jan-15 20:53:29,   0小時09分鐘
06R,140.119.129.60,101701008,00E0485835,03-Jan-15 20:47:52,03-Jan-15 20:53:48,   0小時06分鐘
14R,140.119.129.63,101308049,00CB34C7B3,03-Jan-15 20:53:40,03-Jan-15 20:54:06,   0小時00分鐘
07R,140.119.129.61,101301017,0030ADB248,03-Jan-15 20:54:49,03-Jan-15 21:11:12,   0小時16分鐘
05R,140.119.129.59,103651003,002695CF0C,03-Jan-15 20:59:36,03-Jan-15 21:46:39,   0小時46分鐘
09R,140.119.129.68,101207343,00E090AD48,03-Jan-15 20:59:59,03-Jan-15 21:18:05,   0小時18分鐘
07W,140.119.49.34,99206052,006C23B8E4,03-Jan-15 21:00:56,03-Jan-15 21:24:26,   0小時23分鐘
07R,140.119.129.61,102202050,00563BE333,03-Jan-15 21:12:13,03-Jan-15 21:57:01,   0小時45分鐘
22R,140.119.129.76,102102036,00309D7578,03-Jan-15 21:13:17,03-Jan-15 21:30:19,   0小時16分鐘
06R,140.119.129.60,101306034,0070F75335,03-Jan-15 21:18:18,03-Jan-15 21:35:32,   0小時17分鐘
01R,140.119.129.67,103303095,003617240D,03-Jan-15 21:18:25,03-Jan-15 21:41:07,   0小時22分鐘
01R,140.119.129.67,103601214,00BB988437,03-Jan-15 21:46:09,03-Jan-15 21:48:12,   0小時01分鐘
31R,140.119.129.85,103651054,00A00E4D50,04-Jan-15 08:03:56,04-Jan-15 08:14:15,   0小時10分鐘
03R,140.119.129.57,100601112,0090F20579,04-Jan-15 08:27:50,04-Jan-15 08:34:12,   0小時06分鐘
04R,140.119.129.58,100208093,002BA6CBB3,04-Jan-15 08:44:58,04-Jan-15 08:53:29,   0小時08分鐘
11R,140.119.129.70,103651054,00A00E4D50,04-Jan-15 09:08:14,04-Jan-15 09:22:36,   0小時14分鐘
S2R,140.119.129.114,S12329853100,00BA132607,04-Jan-15 09:12:29,04-Jan-15 09:14:17,   0小時01分鐘
S1R,140.119.129.113,S12329853100,00BA132607,04-Jan-15 09:14:32,04-Jan-15 10:11:13,   0小時56分鐘
12R,140.119.129.71,103651054,00A00E4D50,04-Jan-15 09:22:40,04-Jan-15 09:42:54,   0小時20分鐘
02R,140.119.129.56,102501006,00707B307A,04-Jan-15 09:25:19,04-Jan-15 09:27:47,   0小時02分鐘
01R,140.119.129.67,102501006,00707B307A,04-Jan-15 09:28:21,04-Jan-15 09:30:33,   0小時02分鐘
39R,140.119.129.93,100601061,00A07F4E79,04-Jan-15 09:31:18,04-Jan-15 12:18:23,   2小時46分鐘
21R,140.119.129.75,102103004,0030096431,04-Jan-15 09:34:24,04-Jan-15 10:01:52,   0小時27分鐘
06R,140.119.129.60,100203016,00BBCEC6B3,04-Jan-15 09:38:54,04-Jan-15 09:49:26,   0小時10分鐘
02R,140.119.129.56,103601213,00DB6D8C37,04-Jan-15 09:43:55,04-Jan-15 09:49:14,   0小時05分鐘
08R,140.119.129.62,101351017,006B6DC6B3,04-Jan-15 09:46:39,04-Jan-15 09:49:52,   0小時03分鐘
04R,140.119.129.58,102102042,00506AAD48,04-Jan-15 09:57:15,04-Jan-15 10:07:20,   0小時10分鐘
20R,140.119.129.74,A22772898400,007321F3EC,04-Jan-15 10:08:49,04-Jan-15 11:33:11,   1小時24分鐘
S1R,140.119.129.113,S12329853100,00BA132607,04-Jan-15 10:11:26,04-Jan-15 11:09:42,   0小時58分鐘
03R,140.119.129.57,100303095,00B38746E3,04-Jan-15 10:20:04,04-Jan-15 10:27:31,   0小時07分鐘
04R,140.119.129.58,102353110,0030F8EA77,04-Jan-15 10:20:09,04-Jan-15 10:27:19,   0小時07分鐘
31R,140.119.129.85,103651067,004BD5998A,04-Jan-15 10:27:07,04-Jan-15 10:47:33,   0小時20分鐘
02R,140.119.129.56,103205043,0076D2250D,04-Jan-15 10:29:07,04-Jan-15 10:45:55,   0小時16分鐘
06R,140.119.129.60,103205037,00169F8C0C,04-Jan-15 10:30:12,04-Jan-15 10:44:55,   0小時15分鐘
10R,140.119.129.69,103303091,00B6CAB20B,04-Jan-15 10:30:35,04-Jan-15 10:53:18,   0小時22分鐘
13R,140.119.129.55,103101040,00367C88FF,04-Jan-15 10:36:37,04-Jan-15 10:41:36,   0小時04分鐘
26R,140.119.129.80,99303042,002B58C8B3,04-Jan-15 10:36:46,04-Jan-15 12:23:07,   1小時46分鐘
17R,140.119.129.66,103651067,004BD5998A,04-Jan-15 10:47:48,04-Jan-15 12:32:30,   1小時45分鐘
28R,140.119.129.82,103652010,0036E88B0C,04-Jan-15 10:57:43,04-Jan-15 19:13:54,   8小時16分鐘
13R,140.119.129.55,103101040,00367C88FF,04-Jan-15 10:58:41,04-Jan-15 12:54:21,   1小時55分鐘
06R,140.119.129.60,101202018,00B6CD0D07,04-Jan-15 11:02:03,04-Jan-15 12:15:58,   1小時13分鐘
S1R,140.119.129.113,S12329853100,00BA132607,04-Jan-15 11:09:56,04-Jan-15 12:09:15,   0小時59分鐘
31R,140.119.129.85,101502041,00A62C240D,04-Jan-15 11:20:44,04-Jan-15 11:28:00,   0小時07分鐘
S2R,140.119.129.114,101401064,00F0C3EC77,04-Jan-15 11:27:19,04-Jan-15 11:43:03,   0小時15分鐘
30R,140.119.129.84,101502041,00A62C240D,04-Jan-15 11:28:13,04-Jan-15 12:24:39,   0小時56分鐘
33R,140.119.129.87,102506012,0060E59064,04-Jan-15 11:31:10,04-Jan-15 11:31:51,   0小時00分鐘
35R,140.119.129.89,102506012,0060E59064,04-Jan-15 11:31:55,04-Jan-15 15:57:21,   4小時25分鐘
20R,140.119.129.74,A22772898400,007321F3EC,04-Jan-15 11:39:41,04-Jan-15 12:13:20,   0小時33分鐘
23R,140.119.129.77,103204050,00B638230D,04-Jan-15 11:50:51,04-Jan-15 18:04:19,   6小時13分鐘
04R,140.119.129.58,103301053,00460C240D,04-Jan-15 11:53:11,04-Jan-15 12:18:53,   0小時25分鐘
01R,140.119.129.67,99104007,0080CE5835,04-Jan-15 11:54:24,04-Jan-15 12:02:29,   0小時07分鐘
08R,140.119.129.62,102265514,001089B148,04-Jan-15 11:58:10,04-Jan-15 12:08:00,   0小時09分鐘
10R,140.119.129.69,101103032,0010F55835,04-Jan-15 11:58:35,04-Jan-15 12:39:11,   0小時40分鐘
11R,140.119.129.70,101301028,0020DAEA77,04-Jan-15 12:00:12,04-Jan-15 12:00:35,   0小時00分鐘
31R,140.119.129.85,101301028,0020DAEA77,04-Jan-15 12:00:41,04-Jan-15 12:06:02,   0小時05分鐘
02R,140.119.129.56,E12407232500,008AC52107,04-Jan-15 12:03:21,04-Jan-15 12:09:27,   0小時06分鐘
11R,140.119.129.70,100304015,00601A533E,04-Jan-15 12:04:44,04-Jan-15 12:12:13,   0小時07分鐘
01R,140.119.129.67,103208026,00560A8D0C,04-Jan-15 12:06:11,04-Jan-15 12:06:17,   0小時00分鐘
22R,140.119.129.76,103208026,00560A8D0C,04-Jan-15 12:06:44,04-Jan-15 12:30:16,   0小時23分鐘
32R,140.119.129.86,100205006,007618680C,04-Jan-15 12:07:07,04-Jan-15 12:19:03,   0小時12分鐘
07R,140.119.129.61,101205094,0090F0AD48,04-Jan-15 12:22:50,04-Jan-15 12:32:38,   0小時09分鐘
26R,140.119.129.80,99303042,002B58C8B3,04-Jan-15 12:23:26,04-Jan-15 12:35:28,   0小時12分鐘
02R,140.119.129.56,C12119296200,00AA083307,04-Jan-15 12:25:46,04-Jan-15 12:50:45,   0小時25分鐘
17R,140.119.129.66,103651067,004BD5998A,04-Jan-15 12:35:03,04-Jan-15 12:36:17,   0小時01分鐘
16R,140.119.129.65,103651067,004BD5998A,04-Jan-15 12:36:33,04-Jan-15 13:14:18,   0小時37分鐘
31R,140.119.129.85,101302051,00906C4635,04-Jan-15 12:37:21,04-Jan-15 12:44:43,   0小時07分鐘
04R,140.119.129.58,101303003,00C6A6240D,04-Jan-15 12:39:55,04-Jan-15 12:50:05,   0小時10分鐘
30R,140.119.129.84,100203058,001B27C7B3,04-Jan-15 12:43:39,04-Jan-15 13:14:57,   0小時31分鐘
25R,140.119.129.79,103601161,00C6C8A233,04-Jan-15 12:46:00,04-Jan-15 13:38:04,   0小時52分鐘
05R,140.119.129.59,101205079,0076E4250D,04-Jan-15 12:46:06,04-Jan-15 13:02:23,   0小時16分鐘
08R,140.119.129.62,103208010,00A6C2260D,04-Jan-15 12:47:30,04-Jan-15 14:40:02,   1小時52分鐘
20R,140.119.129.74,100302046,000E429BDD,04-Jan-15 12:54:18,04-Jan-15 13:22:40,   0小時28分鐘
14R,140.119.129.63,103101040,00367C88FF,04-Jan-15 12:54:29,04-Jan-15 14:14:42,   1小時20分鐘
S1R,140.119.129.113,S12329853100,00BA132607,04-Jan-15 12:59:58,04-Jan-15 13:57:08,   0小時57分鐘
01R,140.119.129.67,102306007,00400B4A35,04-Jan-15 13:04:25,04-Jan-15 13:18:52,   0小時14分鐘
38R,140.119.129.92,100305035,008B43C7B3,04-Jan-15 13:05:52,04-Jan-15 13:56:00,   0小時50分鐘
31R,140.119.129.85,103252005,0046FDE333,04-Jan-15 13:13:10,04-Jan-15 15:47:49,   2小時34分鐘
30R,140.119.129.84,103158017,00965BB20B,04-Jan-15 13:15:58,04-Jan-15 17:28:04,   4小時12分鐘
10R,140.119.129.69,103205038,0036BBAB0C,04-Jan-15 13:17:28,04-Jan-15 13:38:18,   0小時21分鐘
02R,140.119.129.56,103303087,00560E240D,04-Jan-15 13:19:50,04-Jan-15 13:44:45,   0小時25分鐘
40R,140.119.129.94,A22772898400,007321F3EC,04-Jan-15 13:22:19,04-Jan-15 14:40:33,   1小時18分鐘
04R,140.119.129.58,101308049,00CB34C7B3,04-Jan-15 13:24:11,04-Jan-15 13:35:42,   0小時11分鐘
11D,140.119.29.11,101205064,00860B8C0C,04-Jan-15 13:25:26,04-Jan-15 14:03:19,   0小時37分鐘
05R,140.119.129.59,101203029,0090C3693E,04-Jan-15 13:26:27,04-Jan-15 13:32:38,   0小時06分鐘
20R,140.119.129.74,H12384091100,00CE3254C1,04-Jan-15 13:27:55,04-Jan-15 13:53:22,   0小時25分鐘
33R,140.119.129.87,101307024,00405F6D3E,04-Jan-15 13:32:30,04-Jan-15 15:40:01,   2小時07分鐘
06R,140.119.129.60,101205063,0020A46D3E,04-Jan-15 13:33:48,04-Jan-15 13:37:20,   0小時03分鐘
17R,140.119.129.66,103651067,004BD5998A,04-Jan-15 13:38:40,04-Jan-15 15:29:20,   1小時50分鐘
07R,140.119.129.61,102306036,00B642B30B,04-Jan-15 13:39:58,04-Jan-15 13:45:17,   0小時05分鐘
05R,140.119.129.59,99205072,009C0762BE,04-Jan-15 13:41:26,04-Jan-15 13:48:17,   0小時06分鐘
37R,140.119.129.91,101308006,0030FA6E77,04-Jan-15 13:42:02,04-Jan-15 18:57:19,   5小時15分鐘
11R,140.119.129.70,100203058,001B27C7B3,04-Jan-15 13:44:01,04-Jan-15 13:44:49,   0小時00分鐘
39R,140.119.129.93,100207222,002B3FC7B3,04-Jan-15 13:46:20,04-Jan-15 18:18:48,   4小時32分鐘
06R,140.119.129.60,102203030,00B05C5535,04-Jan-15 13:47:15,04-Jan-15 13:54:48,   0小時07分鐘
16D,140.119.29.16,102104045,00404E543E,04-Jan-15 13:51:26,04-Jan-15 16:05:04,   2小時13分鐘
11R,140.119.129.70,100305107,00AB71C7B3,04-Jan-15 13:52:25,04-Jan-15 14:02:55,   0小時10分鐘
03R,140.119.129.57,103103105,003BD58D37,04-Jan-15 13:54:38,04-Jan-15 15:46:05,   1小時51分鐘
05R,140.119.129.59,100701021,002BB6978A,04-Jan-15 13:56:06,04-Jan-15 14:04:34,   0小時08分鐘
